"iso_o","Origin","iso_d","Destination","contig","comlang_off","comlang_ethno","colony","comcol","curcol","col45","smctry","dist","distcap","distw","distwces"
"SLE","Sierra Leone","CIV","Cote d'ivoire",0,0,0,0,0,0,0,0,1083.307,902.3552,926.2989,890.7727
"SOM","Somalia","CIV","Cote d'ivoire",0,0,0,0,0,0,0,0,5493.816,5640.616,5511.129,5505.527
"ZAF","South Africa","CIV","Cote d'ivoire",0,0,0,0,0,0,0,0,4967.811,5122.609,5174.21,5162.341
"SDN","Sudan","CIV","Cote d'ivoire",0,0,0,0,0,0,0,0,4151.775,4234.195,4147.785,4115.997
"SWZ","Swaziland","CIV","Cote d'ivoire",0,0,0,0,0,0,0,0,5173.755,5390.815,5311.941,5307.569
"TZA","Tanzania","CIV","Cote d'ivoire",0,0,0,0,0,0,0,0,4998.414,4779.452,4811.337,4781.263
"TGO","Togo","CIV","Cote d'ivoire",0,1,1,0,1,0,0,0,601.7839,736.7677,690.0741,672.8417
"TUN","Tunisia","CIV","Cote d'ivoire",0,1,0,0,1,0,0,0,3795.715,3692.18,3660.633,3653.994
"UGA","Uganda","CIV","Cote d'ivoire",0,0,0,0,0,0,0,0,4104.768,4264.898,4165.197,4159.249
"ZMB","Zambia","CIV","Cote d'ivoire",0,0,0,0,0,0,0,0,4244.113,4453.381,4291.944,4284.292
"ZWE","ZImbabwe","CIV","Cote d'ivoire",0,0,0,0,0,0,0,0,4633.601,4843.912,4724.838,4718.638
"DZA","Algeria","DJI","Djibouti",0,1,1,0,1,0,0,0,4892.677,4892.677,4831.652,4821.563
"AGO","Angola","DJI","Djibouti",0,0,0,0,0,0,0,0,4015.184,4015.184,4027.681,4020.597
"BEN","Benin","DJI","Djibouti",0,1,1,0,1,0,0,0,4500.04,4469.065,4499.757,4499.089
"BWA","Botswana","DJI","Djibouti",0,0,0,0,0,0,0,0,4457.624,4457.624,4305.766,4298.185
"BFA","Burkina Faso","DJI","Djibouti",0,1,1,0,1,0,0,0,4874.626,4874.626,4930.591,4926.529
"BDI","Burundi","DJI","Djibouti",0,1,1,0,0,0,0,0,2262.605,2262.605,2230.794,2229.985
"CMR","Cameroon","DJI","Djibouti",0,1,1,0,1,0,0,0,3590.317,3590.317,3549.367,3531.862
"CPV","Cape Verde","DJI","Djibouti",0,0,0,0,0,0,0,0,7204.088,7204.088,7252.116,7251.408
"CAF","Central African Republic","DJI","Djibouti",0,1,1,0,1,0,0,0,2818.582,2818.582,2811.881,2797.778
"TCD","Chad","DJI","Djibouti",0,1,1,0,1,0,0,0,3067.036,3067.036,2939.872,2926.896
"COM","Comoros","DJI","Djibouti",0,1,1,0,1,0,0,0,2589.593,2589.593,2611.138,2610.625
"COG","Congo Republic","DJI","Djibouti",0,1,1,0,1,0,0,0,3557.617,3557.617,3653.211,3643.28
"CIV","Cote d'ivoire","DJI","Djibouti",0,1,1,0,1,0,0,0,5233.239,5341.242,5286.421,5284.425
"DJI","Djibouti","DJI","Djibouti",0,0,0,0,0,0,0,0,57.28986,57.28986,36.4512,34.16391
"EGY","Egypt","DJI","Djibouti",0,1,1,0,0,0,0,0,2393.625,2393.625,2407.081,2397.145
"GNQ","Equatorial Guinea","DJI","Djibouti",0,1,0,0,0,0,0,0,3884.219,3884.219,3846.872,3845.603
"ERI","Eritrea","DJI","Djibouti",1,0,1,0,0,0,0,0,621.1588,621.1588,567.4298,481.2548
"ETH","Ethiopia","DJI","Djibouti",1,0,0,0,0,0,0,0,551.285,551.285,553.0049,518.7699
"GAB","Gabon","DJI","Djibouti",0,1,1,0,1,0,0,0,3930.684,3930.684,3884.905,3880.62
"GMB","Gambia","DJI","Djibouti",0,0,0,0,0,0,0,0,6484.594,6484.594,6451.155,6450.188
"GHA","Ghana","DJI","Djibouti",0,0,0,0,0,0,0,0,4818.582,4818.582,4847.424,4846.289
"GIN","Guinea","DJI","Djibouti",0,1,1,0,1,0,0,0,6434.075,6434.075,6103.28,6097.815
"GNB","Guinea-Bissau","DJI","Djibouti",0,0,0,0,0,0,0,0,6394.782,6394.782,6375.079,6374.827
"KEN","Kenya","DJI","Djibouti",0,0,0,0,0,0,0,0,1595.064,1595.064,1596.679,1586.186
"LSO","Lesotho","DJI","Djibouti",0,0,0,0,0,0,0,0,4854.866,4854.866,4848.85,4848.344
"LBR","Liberia","DJI","Djibouti",0,0,0,0,0,0,0,0,5948.4,5948.4,5898.976,5897.279
"LBY","Libya","DJI","Djibouti",0,1,1,0,0,0,0,0,3862.496,3862.496,3613.484,3588.764
"MDG","Madagascar","DJI","Djibouti",0,1,1,0,1,0,0,0,3424.35,3424.35,3453.003,3433.38
"MWI","Malawi","DJI","Djibouti",0,0,0,0,0,0,0,0,3026.184,3026.184,3045.847,3038.262
"MLI","Mali","DJI","Djibouti",0,1,0,0,1,0,0,0,5556.316,5556.316,5461.306,5451.171
"MRT","Mauritania","DJI","Djibouti",0,1,0,0,1,0,0,0,6376.028,6376.028,6257.7,6248.63
"MUS","Mauritius","DJI","Djibouti",0,1,1,0,0,0,0,0,3869.179,3869.179,3873.375,3873.333
"MAR","Morocco","DJI","Djibouti",0,1,1,0,1,0,0,0,5634.926,5634.926,5619.778,5616.637
"MOZ","Mozambique","DJI","Djibouti",0,0,0,0,0,0,0,0,4334.95,4334.95,3727.805,3634.674
"NAM","Namibia","DJI","Djibouti",0,0,0,0,0,0,0,0,4746.847,4746.847,4691.662,4674.594
"NER","Niger","DJI","Djibouti",0,1,1,0,1,0,0,0,4461.384,4461.384,4141.012,4114.849
"NGA","Nigeria","DJI","Djibouti",0,0,0,0,0,0,0,0,4395.729,3945.573,4129.151,4108.22
"RWA","Rwanda","DJI","Djibouti",0,1,1,0,0,0,0,0,2089.034,2089.034,2099.85,2099.111
"STP","Sao Tome and Principe","DJI","Djibouti",0,0,0,0,0,0,0,0,4221.055,4221.055,4215.197,4215.039
"SEN","Senegal","DJI","Djibouti",0,1,1,0,1,0,0,0,6558.917,6558.917,6501.199,6500.092
"SYC","Seychelles","DJI","Djibouti",0,1,1,0,0,0,0,0,2263.604,2263.604,2262.968,2262.934
"SLE","Sierra Leone","DJI","Djibouti",0,0,0,0,0,0,0,0,6184.997,6184.997,6110.914,6109.306
"SOM","Somalia","DJI","Djibouti",1,1,1,0,0,0,0,0,1092.102,1092.102,927.5163,666.3285
"ZAF","South Africa","DJI","Djibouti",0,0,0,0,0,0,0,0,5701.546,4458.697,4862.11,4821.458
"SDN","Sudan","DJI","Djibouti",0,1,1,0,0,0,0,0,1229.541,1229.541,1274.305,1227.212
"SWZ","Swaziland","DJI","Djibouti",0,0,0,0,0,0,0,0,4417.688,4417.688,4414.694,4414.436
"TZA","Tanzania","DJI","Djibouti",0,0,0,0,0,0,0,0,2097.247,2141.214,2108.261,2091.494
"TGO","Togo","DJI","Djibouti",0,1,1,0,1,0,0,0,4631.715,4631.715,4629.041,4628.868
"TUN","Tunisia","DJI","Djibouti",0,1,1,0,1,0,0,0,4326.039,4326.039,4273.749,4272.064
"UGA","Uganda","DJI","Djibouti",0,0,0,0,0,0,0,0,1713.481,1713.481,1693.347,1686.702
"ZMB","Zambia","DJI","Djibouti",0,0,0,0,0,0,0,0,3429.957,3429.957,3295.65,3282.753
"ZWE","ZImbabwe","DJI","Djibouti",0,0,0,0,0,0,0,0,3535.464,3535.464,3638.883,3633.106
"DZA","Algeria","EGY","Egypt",0,1,1,0,0,0,0,0,2718.831,2718.831,2670.095,2642.853
"AGO","Angola","EGY","Egypt",0,0,0,0,0,0,0,0,4736.951,4736.951,4814.249,4802.731
"BEN","Benin","EGY","Egypt",0,0,0,0,0,0,0,0,3995.041,3966.31,3904.163,3898.682
"BWA","Botswana","EGY","Egypt",0,0,1,0,0,0,0,0,6125.714,6125.714,5972.4,5963.372
"BFA","Burkina Faso","EGY","Egypt",0,0,0,0,0,0,0,0,3921.325,3921.325,3969.275,3963.461
"BDI","Burundi","EGY","Egypt",0,0,0,0,0,0,0,0,3724.939,3724.939,3720.649,3714.488
"CMR","Cameroon","EGY","Egypt",0,0,1,0,0,0,0,0,3579.672,3579.672,3393.404,3350.196
"CPV","Cape Verde","EGY","Egypt",0,0,0,0,0,0,0,0,5820.062,5820.062,5819.719,5818.601
"CAF","Central African Republic","EGY","Egypt",0,0,0,0,0,0,0,0,3150.346,3150.346,3097.6,3087.646
"TCD","Chad","EGY","Egypt",0,1,1,0,0,0,0,0,2603.493,2603.493,2609.493,2592.669
"COM","Comoros","EGY","Egypt",0,1,0,0,0,0,0,0,4818.36,4818.36,4862.126,4856.691
"COG","Congo Republic","EGY","Egypt",0,0,0,0,0,0,0,0,4180.004,4180.004,4213.753,4203.835
"CIV","Cote d'ivoire","EGY","Egypt",0,0,0,0,0,0,0,0,4607.989,4608.055,4600.83,4598.736
"DJI","Djibouti","EGY","Egypt",0,1,1,0,0,0,0,0,2393.625,2393.625,2407.081,2397.146
"EGY","Egypt","EGY","Egypt",0,0,0,0,0,0,0,0,376.3988,376.3988,155.7373,32.81845
"GNQ","Equatorial Guinea","EGY","Egypt",0,0,0,0,0,0,0,0,3761.429,3761.429,3812.347,3809.259
"ERI","Eritrea","EGY","Egypt",0,0,1,0,0,0,0,0,1814.378,1814.378,1875.215,1852.681
"ETH","Ethiopia","EGY","Egypt",0,0,0,0,0,0,0,0,2466.896,2466.896,2447.797,2424.635
"GAB","Gabon","EGY","Egypt",0,0,0,0,0,0,0,0,4030.416,4030.416,4036.009,4031.895
"GMB","Gambia","EGY","Egypt",0,0,1,0,0,0,0,0,5239.987,5239.987,5202.757,5201.271
"GHA","Ghana","EGY","Egypt",0,0,1,0,0,0,0,0,4280.939,4280.939,4246.237,4242.695
"GIN","Guinea","EGY","Egypt",0,0,0,0,0,0,0,0,5374.635,5374.635,5072.52,5066.895
"GNB","Guinea-Bissau","EGY","Egypt",0,0,0,0,0,0,0,0,5233.077,5233.077,5205.839,5205.037
"KEN","Kenya","EGY","Egypt",0,0,1,0,0,0,0,0,3537.399,3537.399,3557.101,3541.517
"LSO","Lesotho","EGY","Egypt",0,0,1,0,0,0,0,0,6619.538,6619.538,6627,6623.546
"LBR","Liberia","EGY","Egypt",0,0,1,0,0,0,0,0,5122.017,5122.017,5075.758,5073.929
"LBY","Libya","EGY","Egypt",1,1,1,0,0,0,0,0,1746.24,1746.24,1478.779,1367.782
"MDG","Madagascar","EGY","Egypt",0,0,0,0,0,0,0,0,5716.257,5716.257,5754.548,5740.577
"MWI","Malawi","EGY","Egypt",0,0,1,0,0,0,0,0,4906.748,4906.748,4962.796,4951.741
"MLI","Mali","EGY","Egypt",0,0,0,0,0,0,0,0,4472.684,4472.684,4356.966,4342.831
"MRT","Mauritania","EGY","Egypt",0,1,0,0,0,0,0,0,4939.911,4939.911,4821.748,4811.805
"MUS","Mauritius","EGY","Egypt",0,0,1,0,0,0,0,0,6256.569,6256.569,6273.17,6269.539
"MAR","Morocco","EGY","Egypt",0,1,1,0,0,0,0,0,3601.095,3601.095,3589.802,3579.401
"MOZ","Mozambique","EGY","Egypt",0,0,0,0,0,0,0,0,6236.229,6236.229,5702.66,5652.432
"NAM","Namibia","EGY","Egypt",0,0,1,0,0,0,0,0,6048.636,6048.636,5983.606,5966.761
"NER","Niger","EGY","Egypt",0,1,0,0,0,0,0,0,3513.33,3513.33,3215.433,3186.141
"NGA","Nigeria","EGY","Egypt",0,0,1,0,0,0,0,0,3917.052,3414.671,3615.665,3579.974
"RWA","Rwanda","EGY","Egypt",0,0,1,0,0,0,0,0,3561.94,3561.94,3570.747,3564.291
"STP","Sao Tome and Principe","EGY","Egypt",0,0,0,0,0,0,0,0,4217.177,4217.177,4198.82,4197.052
"SEN","Senegal","EGY","Egypt",0,0,0,0,0,0,0,0,5254.847,5254.847,5195.563,5193.878
"SYC","Seychelles","EGY","Egypt",0,0,1,0,0,0,0,0,4643.58,4643.58,4655.946,4651.378
"SLE","Sierra Leone","EGY","Egypt",0,0,1,0,0,0,0,0,5211.249,5211.249,5142.513,5140.766
"SOM","Somalia","EGY","Egypt",0,1,0,0,0,0,0,0,3455.451,3455.451,3286.375,3241.597
"ZAF","South Africa","EGY","Egypt",0,0,1,0,0,0,0,0,7247.011,6216.672,6607.45,6581.614
"SDN","Sudan","EGY","Egypt",1,1,1,1,0,0,0,0,1619.157,1619.157,1736.12,1687.566
"SWZ","Swaziland","EGY","Egypt",0,0,0,0,0,0,0,0,6275.432,6275.432,6289.433,6285.815
"TZA","Tanzania","EGY","Egypt",0,0,0,0,0,0,0,0,4196.055,4059.673,4080.23,4060.249
"TGO","Togo","EGY","Egypt",0,0,0,0,0,0,0,0,4105.441,4105.441,4032.075,4029.061
"TUN","Tunisia","EGY","Egypt",0,1,1,0,0,0,0,0,2088.653,2088.653,2054.371,2047.119
"UGA","Uganda","EGY","Egypt",0,0,1,0,0,0,0,0,3310.454,3310.454,3274.489,3263.609
"ZMB","Zambia","EGY","Egypt",0,0,1,0,0,0,0,0,5076.066,5076.066,4934.694,4922.654
"ZWE","ZImbabwe","EGY","Egypt",0,0,1,0,0,0,0,0,5329.419,5329.419,5419.448,5412.908
"DZA","Algeria","GNQ","Equatorial Guinea",0,1,0,0,0,0,0,0,3729.642,3729.642,3767.861,3760.724
"AGO","Angola","GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,1485.016,1485.016,1483.461,1436.555
"BEN","Benin","GNQ","Equatorial Guinea",0,1,0,0,0,0,0,0,756.3616,733.7866,982.7085,953.9057
"BWA","Botswana","GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,3672.771,3672.771,3424.591,3412.412
"BFA","Burkina Faso","GNQ","Equatorial Guinea",0,1,0,0,0,0,0,0,1496.806,1496.806,1664.6,1650.104
"BDI","Burundi","GNQ","Equatorial Guinea",0,1,0,0,0,0,0,0,2415.56,2415.56,2346.155,2340.365
"CMR","Cameroon","GNQ","Equatorial Guinea",1,1,1,0,0,0,0,0,301.903,301.903,460.2168,273.1534
"CPV","Cape Verde","GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,3751.813,3751.813,3947.117,3941.258
"CAF","Central African Republic","GNQ","Equatorial Guinea",0,1,0,0,0,0,0,0,1092.101,1092.101,1049.88,1011.698
"TCD","Chad","GNQ","Equatorial Guinea",0,1,0,0,0,0,0,0,1158.094,1158.094,1232.042,1204.555
"COM","Comoros","GNQ","Equatorial Guinea",0,1,0,0,0,0,0,0,4182.98,4182.98,4125.593,4121.21
"COG","Congo Republic","GNQ","Equatorial Guinea",0,1,0,0,0,0,0,0,1140.769,1140.769,942.9568,917.0922
"CIV","Cote d'ivoire","GNQ","Equatorial Guinea",0,1,0,0,0,0,0,0,1432.609,1597.182,1614.365,1597.977
"DJI","Djibouti","GNQ","Equatorial Guinea",0,1,0,0,0,0,0,0,3884.219,3884.219,3846.872,3845.603
"EGY","Egypt","GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,3761.429,3761.429,3812.347,3809.259
"GNQ","Equatorial Guinea","GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,62.99527,62.99527,162.1896,69.34388
"ERI","Eritrea","GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,3537.967,3537.967,3564.072,3560.065
"ETH","Ethiopia","GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,3372.127,3372.127,3345.701,3339.855
"GAB","Gabon","GNQ","Equatorial Guinea",1,1,1,0,0,0,0,0,380.9314,380.9314,351.3054,274.2162
"GMB","Gambia","GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,2998.348,2998.348,3078.343,3072.248
"GHA","Ghana","GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,1023.688,1023.688,1205.684,1185.863
"GIN","Guinea","GNQ","Equatorial Guinea",0,1,0,0,0,0,0,0,2783.938,2783.938,2576.744,2559.087
"GNB","Guinea-Bissau","GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,2840.727,2840.727,2932.671,2927.96
"KEN","Kenya","GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,3168.261,3168.261,3114.384,3099.831
"LSO","Lesotho","GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,4185.92,4185.92,4065.807,4061.4
"LBR","Liberia","GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,2188.031,2188.031,2231.411,2221.882
"LBY","Libya","GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,3257.021,3257.021,3362.56,3347.173
"MDG","Madagascar","GNQ","Equatorial Guinea",0,1,0,0,0,0,0,0,4929.845,4929.845,4830.971,4825.37
"MWI","Malawi","GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,3393.405,3393.405,3352.424,3342.01
"MLI","Mali","GNQ","Equatorial Guinea",0,1,0,0,0,0,0,0,2096.482,2096.482,2176.649,2156.686
"MRT","Mauritania","GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,3137.764,3137.764,3164.831,3140.294
"MUS","Mauritius","GNQ","Equatorial Guinea",0,1,0,0,0,0,0,0,5947.822,5947.822,5835.765,5833.296
"MAR","Morocco","GNQ","Equatorial Guinea",0,1,0,0,0,0,0,0,3740.063,3740.063,3831.815,3825.563
"MOZ","Mozambique","GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,4184.731,4184.731,3881.173,3866.607
"NAM","Namibia","GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,3064.935,3064.935,2877.388,2849.361
"NER","Niger","GNQ","Equatorial Guinea",0,1,0,0,0,0,0,0,1315.465,1315.465,1401.558,1375.886
"NGA","Nigeria","GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,663.1803,630.6459,794.3906,686.2417
"RWA","Rwanda","GNQ","Equatorial Guinea",0,1,0,0,0,0,0,0,2448.796,2448.796,2339.89,2334.509
"STP","Sao Tome and Principe","GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,458.0368,458.0368,422.708,415.875
"SEN","Senegal","GNQ","Equatorial Guinea",0,1,0,0,0,0,0,0,3123.194,3123.194,3183.48,3176.357
"SYC","Seychelles","GNQ","Equatorial Guinea",0,1,0,0,0,0,0,0,5272.329,5272.329,5185.505,5183.549
"SLE","Sierra Leone","GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,2499.476,2499.476,2526.011,2517.587
"SOM","Somalia","GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,4066.959,4066.959,3959.544,3952.336
"ZAF","South Africa","GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,4315.271,3892.882,4013.849,3995.807
"SDN","Sudan","GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,2911.592,2911.592,2845.275,2795.123
"SWZ","Swaziland","GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,4122.534,4122.534,4012.431,4008.008
"TZA","Tanzania","GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,3587.981,3191.043,3208.647,3163.716
"TGO","Togo","GNQ","Equatorial Guinea",0,1,0,0,0,0,0,0,868.6987,868.6987,1053.844,1031.836
"TUN","Tunisia","GNQ","Equatorial Guinea",0,1,0,0,0,0,0,0,3684.999,3684.999,3702.475,3694.32
"UGA","Uganda","GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,2672.162,2672.162,2572.718,2565.185
"ZMB","Zambia","GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,3028.901,3028.901,2816.462,2805.602
"ZWE","ZImbabwe","GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,3425.603,3425.603,3301.51,3294.621
"DZA","Algeria","ERI","Eritrea",0,0,1,0,0,0,0,0,4271.544,4271.544,4269.28,4252.622
"AGO","Angola","ERI","Eritrea",0,0,0,0,0,0,0,0,3901.954,3901.954,3958.309,3949.715
"BEN","Benin","ERI","Eritrea",0,0,0,0,0,0,0,0,4090.657,4059.231,4124.118,4119.403
"BWA","Botswana","ERI","Eritrea",0,1,1,0,1,0,0,0,4678.079,4678.079,4515.601,4507.951
"BFA","Burkina Faso","ERI","Eritrea",0,0,0,0,0,0,0,0,4388.915,4388.915,4500.667,4492.058
"BDI","Burundi","ERI","Eritrea",0,0,0,0,0,0,0,0,2332.992,2332.992,2315.38,2314.544
"CMR","Cameroon","ERI","Eritrea",0,1,1,0,0,0,0,0,3258.149,3258.149,3227.502,3198.256
"CPV","Cape Verde","ERI","Eritrea",0,0,0,0,0,0,0,0,6677.533,6677.533,6777.598,6773.894
"CAF","Central African Republic","ERI","Eritrea",0,0,0,0,0,0,0,0,2531.045,2531.045,2551.405,2533.514
"TCD","Chad","ERI","Eritrea",0,0,1,0,0,0,0,0,2606.294,2606.294,2550.106,2528.415
"COM","Comoros","ERI","Eritrea",0,0,0,0,0,0,0,0,3043.654,3043.654,3040.25,3036.507
"COG","Congo Republic","ERI","Eritrea",0,0,0,0,0,0,0,0,3396.548,3396.548,3508.34,3496.478
"CIV","Cote d'ivoire","ERI","Eritrea",0,0,0,0,0,0,0,0,4817.791,4906.447,4912.222,4907.215
"DJI","Djibouti","ERI","Eritrea",1,0,1,0,0,0,0,0,621.1588,621.1588,567.4299,481.2548
"EGY","Egypt","ERI","Eritrea",0,0,1,0,0,0,0,0,1814.378,1814.378,1875.215,1852.681
"GNQ","Equatorial Guinea","ERI","Eritrea",0,0,0,0,0,0,0,0,3537.967,3537.967,3564.072,3560.065
"ERI","Eritrea","ERI","Eritrea",0,0,0,0,0,0,0,0,131.0087,131.0087,144.6007,50.86079
"ETH","Ethiopia","ERI","Eritrea",1,1,0,0,0,0,0,0,699.351,699.351,668.6375,585.6771
"GAB","Gabon","ERI","Eritrea",0,0,0,0,0,0,0,0,3640.781,3640.781,3646.234,3640.051
"GMB","Gambia","ERI","Eritrea",0,1,1,0,1,0,0,0,5974.044,5974.044,5997.672,5993.414
"GHA","Ghana","ERI","Eritrea",0,1,1,0,1,0,0,0,4411.222,4411.222,4479.477,4474.921
"GIN","Guinea","ERI","Eritrea",0,0,0,0,0,0,0,0,5955.541,5955.541,5681.32,5672.409
"GNB","Guinea-Bissau","ERI","Eritrea",0,0,0,0,0,0,0,0,5897.434,5897.434,5933.52,5930.081
"KEN","Kenya","ERI","Eritrea",0,1,1,0,1,0,0,0,1863.133,1863.133,1857.696,1845.124
"LSO","Lesotho","ERI","Eritrea",0,1,1,0,1,0,0,0,5118.301,5118.301,5104.603,5103.769
"LBR","Liberia","ERI","Eritrea",0,1,1,0,0,0,0,0,5506.628,5506.628,5510.502,5505.851
"LBY","Libya","ERI","Eritrea",0,0,1,0,0,0,0,0,3241.34,3241.34,3051.82,3015.632
"MDG","Madagascar","ERI","Eritrea",0,0,0,0,0,0,0,0,3921.766,3921.766,3914.085,3895.24
"MWI","Malawi","ERI","Eritrea",0,1,1,0,1,0,0,0,3308.405,3308.405,3327.329,3318.242
"MLI","Mali","ERI","Eritrea",0,0,0,0,0,0,0,0,5060.63,5060.63,5017.682,5002.479
"MRT","Mauritania","ERI","Eritrea",0,0,0,0,0,0,0,0,5833.466,5833.466,5773.754,5760.508
"MUS","Mauritius","ERI","Eritrea",0,1,1,0,1,0,0,0,4444.99,4444.99,4402.185,4398.077
"MAR","Morocco","ERI","Eritrea",0,0,1,0,0,0,0,0,5019.815,5019.815,5065.347,5057.25
"MOZ","Mozambique","ERI","Eritrea",0,0,0,0,0,0,0,0,4647.022,4647.022,4044.076,3964.247
"NAM","Namibia","ERI","Eritrea",0,1,1,0,0,0,0,0,4840.421,4840.421,4786.821,4769.404
"NER","Niger","ERI","Eritrea",0,0,0,0,0,0,0,0,3967,3967,3697.891,3662.914
"NGA","Nigeria","ERI","Eritrea",0,1,1,0,1,0,0,0,3988.689,3512.674,3757.624,3727.397
"RWA","Rwanda","ERI","Eritrea",0,1,1,0,0,0,0,0,2153.015,2153.015,2169.225,2168.399
"STP","Sao Tome and Principe","ERI","Eritrea",0,0,0,0,0,0,0,0,3916.14,3916.14,3949.419,3946.753
"SEN","Senegal","ERI","Eritrea",0,0,0,0,0,0,0,0,6039.238,6039.238,6039.269,6034.842
"SYC","Seychelles","ERI","Eritrea",0,1,1,0,1,0,0,0,2877.52,2877.52,2822.86,2814.443
"SLE","Sierra Leone","ERI","Eritrea",0,1,1,0,1,0,0,0,5718.805,5718.805,5699.827,5695.138
"SOM","Somalia","ERI","Eritrea",0,1,0,0,1,0,0,0,1641.642,1641.642,1432.818,1306.423
"ZAF","South Africa","ERI","Eritrea",0,1,1,0,0,0,0,0,5895.19,4714.109,5107.388,5070.878
"SDN","Sudan","ERI","Eritrea",1,0,1,0,1,0,0,0,681.6393,681.6393,818.3794,697.3873
"SWZ","Swaziland","ERI","Eritrea",0,1,0,0,1,0,0,0,4712.7,4712.7,4699.814,4699.013
"TZA","Tanzania","ERI","Eritrea",0,1,0,0,1,0,0,0,2469.415,2418.276,2395.336,2376.984
"TGO","Togo","ERI","Eritrea",0,0,0,0,0,0,0,0,4221.688,4221.688,4256.477,4252.697
"TUN","Tunisia","ERI","Eritrea",0,0,1,0,0,0,0,0,3706.312,3706.312,3710.47,3702.871
"UGA","Uganda","ERI","Eritrea",0,1,1,0,1,0,0,0,1807.427,1807.427,1780.306,1773.385
"ZMB","Zambia","ERI","Eritrea",0,1,1,0,1,0,0,0,3621.287,3621.287,3475.735,3463.312
"ZWE","ZImbabwe","ERI","Eritrea",0,1,1,0,1,0,0,0,3790.116,3790.116,3878.358,3873.152
"DZA","Algeria","ETH","Ethiopia",0,0,0,0,0,0,0,0,4750.649,4750.649,4662.705,4649.224
"AGO","Angola","ETH","Ethiopia",0,0,0,0,0,0,0,0,3464.567,3464.567,3510.41,3496.073
"BEN","Benin","ETH","Ethiopia",0,0,0,0,0,0,0,0,4014.505,3983.975,4035.363,4031.608
"BWA","Botswana","ETH","Ethiopia",0,1,0,0,0,0,0,0,4014.64,4014.64,3898.765,3882.884
"BFA","Burkina Faso","ETH","Ethiopia",0,0,0,0,0,0,0,0,4440.414,4440.414,4500.153,4493.15
"BDI","Burundi","ETH","Ethiopia",0,0,0,0,0,0,0,0,1739.121,1739.121,1748.314,1732.428
"CMR","Cameroon","ETH","Ethiopia",0,1,0,0,0,0,0,0,3074.591,3074.591,3066.913,3045.201
"CPV","Cape Verde","ETH","Ethiopia",0,0,0,0,0,0,0,0,6798.18,6798.18,6852.685,6849.981
"CAF","Central African Republic","ETH","Ethiopia",0,0,0,0,0,0,0,0,2293.438,2293.438,2312.055,2288.143
"TCD","Chad","ETH","Ethiopia",0,0,0,0,0,0,0,0,2631.077,2631.077,2501.608,2481.742
"COM","Comoros","ETH","Ethiopia",0,0,0,0,0,0,0,0,2357.362,2357.362,2426.838,2415.445
"COG","Congo Republic","ETH","Ethiopia",0,0,0,0,0,0,0,0,3006.925,3006.925,3130.844,3113.311
"CIV","Cote d'ivoire","ETH","Ethiopia",0,0,0,0,0,0,0,0,4747.246,4866.343,4816.588,4811.587
"DJI","Djibouti","ETH","Ethiopia",1,0,0,0,0,0,0,0,551.285,551.285,553.0049,518.7699
"EGY","Egypt","ETH","Ethiopia",0,0,0,0,0,0,0,0,2466.896,2466.896,2447.797,2424.635
"GNQ","Equatorial Guinea","ETH","Ethiopia",0,0,0,0,0,0,0,0,3372.127,3372.127,3345.701,3339.855
"ERI","Eritrea","ETH","Ethiopia",1,1,0,0,0,0,0,1,699.351,699.351,668.6375,585.6771
"ETH","Ethiopia","ETH","Ethiopia",0,0,0,0,0,0,0,0,399.3192,399.3192,226.4196,75.28684
"GAB","Gabon","ETH","Ethiopia",0,0,0,0,0,0,0,0,3399.254,3399.254,3372.199,3362.46
"GMB","Gambia","ETH","Ethiopia",0,1,0,0,0,0,0,0,6064.752,6064.752,6033.309,6030.188
"GHA","Ghana","ETH","Ethiopia",0,1,0,0,0,0,0,0,4330.117,4330.117,4376.531,4372.319
