"iso_o","Origin","iso_d","Destination","contig","comlang_off","comlang_ethno","colony","comcol","curcol","col45","smctry","dist","distcap","distw","distwces"
"ZAF","South Africa","KEN","Kenya",0,1,1,0,0,0,0,0,4106.482,2873.416,3294.844,3233.152
"SDN","Sudan","KEN","Kenya",1,0,0,0,1,0,0,0,1932.343,1932.343,1908.144,1853.408
"SWZ","Swaziland","KEN","Kenya",0,1,0,0,1,0,0,0,2854.039,2854.039,2864.444,2858.306
"TZA","Tanzania","KEN","Kenya",1,1,1,0,1,0,0,1,677.343,557.2645,658.6571,549.9127
"TGO","Togo","KEN","Kenya",0,0,0,0,0,0,0,0,4028.994,4028.994,4103.275,4093.043
"TUN","Tunisia","KEN","Kenya",0,0,0,0,0,0,0,0,5054.753,5054.753,4997.529,4986.632
"UGA","Uganda","KEN","Kenya",1,1,1,0,1,0,0,1,506.0586,506.0586,583.7641,479.0743
"ZMB","Zambia","KEN","Kenya",0,1,1,0,1,0,0,0,1837.629,1837.629,1737.17,1708.658
"ZWE","ZImbabwe","KEN","Kenya",0,1,1,0,1,0,0,0,1947.515,1947.515,2069.086,2053.951
"DZA","Algeria","LSO","Lesotho",0,0,0,0,0,0,0,0,7793.849,7793.849,7711.912,7709.728
"AGO","Angola","LSO","Lesotho",0,0,0,0,0,0,0,0,2721.224,2721.224,2617.787,2596.178
"BEN","Benin","LSO","Lesotho",0,0,0,0,0,0,0,0,4789.684,4783.26,4945.367,4940.019
"BWA","Botswana","LSO","Lesotho",0,1,1,0,1,0,0,1,531.4464,531.4464,697.4194,654.9232
"BFA","Burkina Faso","LSO","Lesotho",0,0,0,0,0,0,0,0,5593.645,5593.645,5628.059,5627.147
"BDI","Burundi","LSO","Lesotho",0,0,0,0,0,0,0,0,2894.7,2894.7,2907.944,2906.844
"CMR","Cameroon","LSO","Lesotho",0,1,1,0,0,0,0,0,4066.016,4066.016,4300.174,4288.413
"CPV","Cape Verde","LSO","Lesotho",0,0,0,0,0,0,0,0,7362.177,7362.177,7488.116,7486.081
"CAF","Central African Republic","LSO","Lesotho",0,0,0,0,0,0,0,0,3868.565,3868.565,3953.475,3949.909
"TCD","Chad","LSO","Lesotho",0,0,0,0,0,0,0,0,4808.35,4808.35,4689.047,4681.187
"COM","Comoros","LSO","Lesotho",0,0,0,0,0,0,0,0,2556.18,2556.18,2559.269,2558.254
"COG","Congo Republic","LSO","Lesotho",0,0,0,0,0,0,0,0,3076.123,3076.123,3161.221,3156.999
"CIV","Cote d'ivoire","LSO","Lesotho",0,0,0,0,0,0,0,0,5117.872,5335.91,5246.602,5242.078
"DJI","Djibouti","LSO","Lesotho",0,0,0,0,0,0,0,0,4854.866,4854.866,4848.85,4848.344
"EGY","Egypt","LSO","Lesotho",0,0,1,0,0,0,0,0,6619.538,6619.538,6627,6623.546
"GNQ","Equatorial Guinea","LSO","Lesotho",0,0,0,0,0,0,0,0,4185.92,4185.92,4065.807,4061.4
"ERI","Eritrea","LSO","Lesotho",0,1,1,0,1,0,0,0,5118.301,5118.301,5104.603,5103.769
"ETH","Ethiopia","LSO","Lesotho",0,1,0,0,0,0,0,0,4440.343,4440.343,4475.629,4468.646
"GAB","Gabon","LSO","Lesotho",0,0,0,0,0,0,0,0,3822.708,3822.708,3764.594,3759.098
"GMB","Gambia","LSO","Lesotho",0,1,1,0,1,0,0,0,6717.876,6717.876,6710.618,6709.989
"GHA","Ghana","LSO","Lesotho",0,1,1,0,1,0,0,0,4883.838,4883.838,5005.394,5000.561
"GIN","Guinea","LSO","Lesotho",0,0,0,0,0,0,0,0,6334.415,6334.415,6145.627,6142.293
"GNB","Guinea-Bissau","LSO","Lesotho",0,0,0,0,0,0,0,0,6514.607,6514.607,6522.135,6521.83
"KEN","Kenya","LSO","Lesotho",0,1,1,0,1,0,0,0,3273.764,3273.764,3281.629,3276.74
"LSO","Lesotho","LSO","Lesotho",0,0,0,0,0,0,0,0,65.53132,65.53132,72.12385,50.93406
"LBR","Liberia","LSO","Lesotho",0,1,1,0,0,0,0,0,5698.984,5698.984,5682.328,5680.638
"LBY","Libya","LSO","Lesotho",0,0,0,0,0,0,0,0,7070.591,7070.591,6963.422,6958.741
"MDG","Madagascar","LSO","Lesotho",0,0,0,0,0,0,0,0,2337.416,2337.416,2317.818,2293.063
"MWI","Malawi","LSO","Lesotho",0,1,1,0,1,0,0,0,1828.721,1828.721,1810.105,1798.482
"MLI","Mali","LSO","Lesotho",0,0,0,0,0,0,0,0,6028.201,6028.201,6038.395,6034.884
"MRT","Mauritania","LSO","Lesotho",0,0,0,0,0,0,0,0,7047.678,7047.678,6992.452,6985.2
"MUS","Mauritius","LSO","Lesotho",0,1,1,0,1,0,0,0,3189.56,3189.56,3172.649,3172.153
"MAR","Morocco","LSO","Lesotho",0,0,0,0,0,0,0,0,7921.947,7921.947,7890.477,7889.317
"MOZ","Mozambique","LSO","Lesotho",0,0,0,0,0,0,0,0,625.8596,625.8596,1213.706,950.2181
"NAM","Namibia","LSO","Lesotho",0,1,1,0,0,0,0,0,1281.274,1281.274,1371.994,1346.184
"NER","Niger","LSO","Lesotho",0,0,0,0,0,0,0,0,5494.667,5494.667,5426.755,5421.648
"NGA","Nigeria","LSO","Lesotho",0,1,1,0,1,0,0,0,4738.523,4806.788,4795.3,4787.643
"RWA","Rwanda","LSO","Lesotho",0,1,1,0,0,0,0,0,3059.999,3059.999,3058.603,3057.588
"STP","Sao Tome and Principe","LSO","Lesotho",0,0,0,0,0,0,0,0,3957.157,3957.157,3991.897,3991.519
"SEN","Senegal","LSO","Lesotho",0,0,0,0,0,0,0,0,6871.116,6871.116,6846.874,6845.347
"SYC","Seychelles","LSO","Lesotho",0,1,1,0,1,0,0,0,4028.378,4028.378,4017.336,4016.841
"SLE","Sierra Leone","LSO","Lesotho",0,1,1,0,1,0,0,0,6065.443,6065.443,6030.662,6029.492
"SOM","Somalia","LSO","Lesotho",0,1,0,0,1,0,0,0,3974.499,3974.499,4114.662,4082.667
"ZAF","South Africa","LSO","Lesotho",1,1,1,0,0,0,0,0,996.4764,405.7573,475.7303,368.9288
"SDN","Sudan","LSO","Lesotho",0,0,0,0,1,0,0,0,5023.031,5023.031,4944.424,4927.849
"SWZ","Swaziland","LSO","Lesotho",0,1,0,0,1,0,0,1,489.1472,489.1472,494.0072,488.1664
"TZA","Tanzania","LSO","Lesotho",0,1,0,0,1,0,0,0,2790.795,2718.284,2789.066,2773.831
"TGO","Togo","LSO","Lesotho",0,0,0,0,0,0,0,0,4838.828,4838.828,4964.042,4959.659
"TUN","Tunisia","LSO","Lesotho",0,0,0,0,0,0,0,0,7580.127,7580.127,7495.521,7492.958
"UGA","Uganda","LSO","Lesotho",0,1,1,0,1,0,0,0,3344.248,3344.248,3386.71,3382.76
"ZMB","Zambia","LSO","Lesotho",0,1,1,0,1,0,0,0,1543.585,1543.585,1698.996,1676.233
"ZWE","ZImbabwe","LSO","Lesotho",0,1,1,0,1,0,0,0,1328.599,1328.599,1236.061,1219.352
"DZA","Algeria","LBR","Liberia",0,0,0,0,0,0,0,0,3671.629,3671.629,3594.256,3583.996
"AGO","Angola","LBR","Liberia",0,0,0,0,0,0,0,0,3154.236,3154.236,3228.089,3212.446
"BEN","Benin","LBR","Liberia",0,0,0,0,0,0,0,0,1469.321,1498.727,1417.138,1407.534
"BWA","Botswana","LBR","Liberia",0,1,1,0,0,0,0,0,5268.814,5268.814,5162.636,5157.429
"BFA","Burkina Faso","LBR","Liberia",0,0,0,0,0,0,0,0,1201.556,1201.556,1112.374,1083.27
"BDI","Burundi","LBR","Liberia",0,0,0,0,0,0,0,0,4583.263,4583.263,4567.828,4565.129
"CMR","Cameroon","LBR","Liberia",0,1,1,0,0,0,0,0,2485.423,2485.423,2427.875,2406.542
"CPV","Cape Verde","LBR","Liberia",0,0,0,0,0,0,0,0,1687.763,1687.763,1832.108,1820.56
"CAF","Central African Republic","LBR","Liberia",0,0,0,0,0,0,0,0,3262.795,3262.795,3195.969,3181.331
"TCD","Chad","LBR","Liberia",0,0,0,0,0,0,0,0,2900.335,2900.335,2976.479,2962.363
"COM","Comoros","LBR","Liberia",0,0,0,0,0,0,0,0,6308.064,6308.064,6314.437,6312.046
"COG","Congo Republic","LBR","Liberia",0,0,0,0,0,0,0,0,3119.354,3119.354,2959.093,2947.932
"CIV","Cote d'ivoire","LBR","Liberia",1,0,0,0,0,0,0,0,755.8931,609.0515,646.6774,597.0485
"DJI","Djibouti","LBR","Liberia",0,0,0,0,0,0,0,0,5948.4,5948.4,5898.976,5897.279
"EGY","Egypt","LBR","Liberia",0,0,1,0,0,0,0,0,5122.017,5122.017,5075.758,5073.929
"GNQ","Equatorial Guinea","LBR","Liberia",0,0,0,0,0,0,0,0,2188.031,2188.031,2231.411,2221.882
"ERI","Eritrea","LBR","Liberia",0,1,1,0,0,0,0,0,5506.628,5506.628,5510.502,5505.851
"ETH","Ethiopia","LBR","Liberia",0,1,0,0,0,0,0,0,5475.274,5475.274,5434.499,5430.265
"GAB","Gabon","LBR","Liberia",0,0,0,0,0,0,0,0,2337.25,2337.25,2369.75,2355.634
"GMB","Gambia","LBR","Liberia",0,1,1,0,0,0,0,0,1022.661,1022.661,1035.93,1027.262
"GHA","Ghana","LBR","Liberia",0,1,1,0,0,0,0,0,1167.441,1167.441,1082.329,1065.651
"GIN","Guinea","LBR","Liberia",1,0,0,0,0,0,0,0,650.5386,650.5386,509.4784,471.9667
"GNB","Guinea-Bissau","LBR","Liberia",0,0,0,0,0,0,0,0,816.7297,816.7297,844.5584,835.8116
"KEN","Kenya","LBR","Liberia",0,1,1,0,0,0,0,0,5355.925,5355.925,5338.196,5329.411
"LSO","Lesotho","LBR","Liberia",0,1,1,0,0,0,0,0,5698.984,5698.984,5682.328,5680.638
"LBR","Liberia","LBR","Liberia",0,0,0,0,0,0,0,0,125.5209,125.5209,119.3525,50.42689
"LBY","Libya","LBR","Liberia",0,0,0,0,0,0,0,0,3839.878,3839.878,3968.132,3946.028
"MDG","Madagascar","LBR","Liberia",0,0,0,0,0,0,0,0,6975.949,6975.949,6945.91,6942.867
"MWI","Malawi","LBR","Liberia",0,1,1,0,0,0,0,0,5417.474,5417.474,5453.05,5448.602
"MLI","Mali","LBR","Liberia",0,0,0,0,0,0,0,0,768.1956,768.1956,866.8909,831.2478
"MRT","Mauritania","LBR","Liberia",0,0,0,0,0,0,0,0,1431.19,1431.19,1432.223,1406.265
"MUS","Mauritius","LBR","Liberia",0,1,1,0,0,0,0,0,8024.15,8024.15,7982.87,7981.557
"MAR","Morocco","LBR","Liberia",0,0,0,0,0,0,0,0,3109.274,3109.274,3060.264,3050.72
"MOZ","Mozambique","LBR","Liberia",0,0,0,0,0,0,0,0,5901.572,5901.572,5838.569,5833.149
"NAM","Namibia","LBR","Liberia",0,1,1,0,0,0,0,0,4422.22,4422.22,4348.951,4337.203
"NER","Niger","LBR","Liberia",0,0,0,0,0,0,0,0,1619.77,1619.77,1902.284,1845.029
"NGA","Nigeria","LBR","Liberia",0,1,1,0,0,0,0,0,1574.314,2002.924,1794.736,1747.322
"RWA","Rwanda","LBR","Liberia",0,1,1,0,0,0,0,0,4629.572,4629.572,4566.279,4563.608
"STP","Sao Tome and Principe","LBR","Liberia",0,0,0,0,0,0,0,0,2058.253,2058.253,2002.381,1996.637
"SEN","Senegal","LBR","Liberia",0,0,0,0,0,0,0,0,1177.844,1177.844,1175.538,1161.274
"SYC","Seychelles","LBR","Liberia",0,1,1,0,0,0,0,0,7459.801,7459.801,7412.275,7410.825
"SLE","Sierra Leone","LBR","Liberia",1,1,1,0,0,0,0,0,367.822,367.822,364.9467,332.6202
"SOM","Somalia","LBR","Liberia",0,1,0,0,0,0,0,0,6244.49,6244.49,6135.936,6131.332
"ZAF","South Africa","LBR","Liberia",0,1,1,0,0,0,0,0,5437.082,5520.94,5603.875,5595.014
"SDN","Sudan","LBR","Liberia",0,0,0,0,0,0,0,0,4831.751,4831.751,4742.438,4715.688
"SWZ","Swaziland","LBR","Liberia",0,1,0,0,0,0,0,0,5800.441,5800.441,5790.53,5788.809
"TZA","Tanzania","LBR","Liberia",0,1,0,0,0,0,0,0,5750.199,5349.907,5423.54,5398.285
"TGO","Togo","LBR","Liberia",0,0,0,0,0,0,0,0,1340.658,1340.658,1288.291,1279.542
"TUN","Tunisia","LBR","Liberia",0,0,0,0,0,0,0,0,4008.306,4008.306,3913.441,3909.543
"UGA","Uganda","LBR","Liberia",0,1,1,0,0,0,0,0,4860.096,4860.096,4790.302,4785.963
"ZMB","Zambia","LBR","Liberia",0,1,1,0,0,0,0,0,4939.956,4939.956,4846.778,4842.201
"ZWE","ZImbabwe","LBR","Liberia",0,1,1,0,0,0,0,0,5323.211,5323.211,5256.281,5252.712
"DZA","Algeria","LBY","Libya",1,1,1,0,0,0,0,0,1030.455,1030.455,1262.356,1134.018
"AGO","Angola","LBY","Libya",0,0,0,0,0,0,0,0,4626.358,4626.358,4687.459,4669.66
"BEN","Benin","LBY","Libya",0,0,0,0,0,0,0,0,3129.709,3109.606,3075.202,3045.118
"BWA","Botswana","LBY","Libya",0,0,0,0,0,0,0,0,6540.412,6540.412,6280.028,6270.17
"BFA","Burkina Faso","LBY","Libya",0,0,0,0,0,0,0,0,2725.018,2725.018,2904.851,2872.585
"BDI","Burundi","LBY","Libya",0,0,0,0,0,0,0,0,4365.932,4365.932,4215.535,4206.444
"CMR","Cameroon","LBY","Libya",0,0,0,0,0,0,0,0,3219.009,3219.009,2980.792,2927.192
"CPV","Cape Verde","LBY","Libya",0,0,0,0,0,0,0,0,4191.845,4191.845,4426.211,4401.293
"CAF","Central African Republic","LBY","Libya",0,0,0,0,0,0,0,0,3206.803,3206.803,3057.517,3042.819
"TCD","Chad","LBY","Libya",1,1,1,0,0,0,0,0,2296.961,2296.961,2356.951,2328.096
"COM","Comoros","LBY","Libya",0,1,0,0,0,0,0,0,5889.22,5889.22,5730.74,5720.723
"COG","Congo Republic","LBY","Libya",0,0,0,0,0,0,0,0,4120.426,4120.426,4052.474,4039.375
"CIV","Cote d'ivoire","LBY","Libya",0,0,0,0,0,0,0,0,3531.821,3455.186,3615.131,3592.709
"DJI","Djibouti","LBY","Libya",0,1,1,0,0,0,0,0,3862.496,3862.496,3613.484,3588.764
"EGY","Egypt","LBY","Libya",1,1,1,0,0,0,0,0,1746.24,1746.24,1478.779,1367.782
"GNQ","Equatorial Guinea","LBY","Libya",0,0,0,0,0,0,0,0,3257.021,3257.021,3362.561,3347.173
"ERI","Eritrea","LBY","Libya",0,0,1,0,0,0,0,0,3241.34,3241.34,3051.82,3015.632
"ETH","Ethiopia","LBY","Libya",0,0,0,0,0,0,0,0,3733.014,3733.014,3481.178,3453.802
"GAB","Gabon","LBY","Libya",0,0,0,0,0,0,0,0,3621.371,3621.371,3655.109,3641.762
"GMB","Gambia","LBY","Libya",0,0,0,0,0,0,0,0,3703.413,3703.413,3891.969,3865.408
"GHA","Ghana","LBY","Libya",0,0,0,0,0,0,0,0,3328.206,3328.206,3357.081,3331.419
"GIN","Guinea","LBY","Libya",0,0,0,0,0,0,0,0,3928.507,3928.507,3864.098,3835.193
"GNB","Guinea-Bissau","LBY","Libya",0,0,0,0,0,0,0,0,3740.868,3740.868,3927.059,3902.084
"KEN","Kenya","LBY","Libya",0,0,0,0,0,0,0,0,4532.657,4532.657,4353.796,4332.522
"LSO","Lesotho","LBY","Libya",0,0,0,0,0,0,0,0,7070.591,7070.591,6963.422,6958.741
"LBR","Liberia","LBY","Libya",0,0,0,0,0,0,0,0,3839.878,3839.878,3968.132,3946.028
"LBY","Libya","LBY","Libya",0,0,0,0,0,0,0,0,498.9228,498.9228,432.2062,124.4796
"MDG","Madagascar","LBY","Libya",0,0,0,0,0,0,0,0,6809.219,6809.219,6633.476,6619.17
"MWI","Malawi","LBY","Libya",0,0,0,0,0,0,0,0,5645.022,5645.022,5550.219,5537.258
"MLI","Mali","LBY","Libya",0,0,0,0,0,0,0,0,3098.402,3098.402,3169.822,3124.952
"MRT","Mauritania","LBY","Libya",0,1,0,0,0,0,0,0,3326.572,3326.572,3458.691,3417.381
"MUS","Mauritius","LBY","Libya",0,0,0,0,0,0,0,0,7545.616,7545.616,7325.151,7316.016
"MAR","Morocco","LBY","Libya",0,1,1,0,0,0,0,0,1858.3,1858.3,2136.394,2073.139
"MOZ","Mozambique","LBY","Libya",0,0,0,0,0,0,0,0,6851.225,6851.225,6269.28,6234.928
"NAM","Namibia","LBY","Libya",0,0,0,0,0,0,0,0,6169.389,6169.389,6031.053,6013.206
"NER","Niger","LBY","Libya",1,1,0,0,0,0,0,0,2413.003,2413.003,2322.321,2268.473
"NGA","Nigeria","LBY","Libya",0,0,0,0,0,0,0,0,3091.288,2691.889,2905.624,2850.143
"RWA","Rwanda","LBY","Libya",0,0,0,0,0,0,0,0,4250.628,4250.628,4086.474,4076.863
"STP","Sao Tome and Principe","LBY","Libya",0,0,0,0,0,0,0,0,3682.629,3682.629,3679.842,3667.52
"SEN","Senegal","LBY","Libya",0,0,0,0,0,0,0,0,3687.569,3687.569,3863.208,3835.605
"SYC","Seychelles","LBY","Libya",0,0,0,0,0,0,0,0,6102.806,6102.806,5856.465,5842.233
"SLE","Sierra Leone","LBY","Libya",0,0,0,0,0,0,0,0,3828.639,3828.639,3958.055,3934.481
"SOM","Somalia","LBY","Libya",0,1,0,0,0,0,0,0,4795.791,4795.791,4395.888,4359.918
"ZAF","South Africa","LBY","Libya",0,0,0,0,0,0,0,0,7441.046,6700.989,6921.581,6902.185
"SDN","Sudan","LBY","Libya",1,1,1,0,0,0,0,0,2737.39,2737.39,2580.939,2543.552
"SWZ","Swaziland","LBY","Libya",0,0,0,0,0,0,0,0,6845.516,6845.516,6728.108,6723.054
"TZA","Tanzania","LBY","Libya",0,0,0,0,0,0,0,0,5204.866,4947.315,4812.543,4785.187
"TGO","Togo","LBY","Libya",0,0,0,0,0,0,0,0,3198.348,3198.348,3179.532,3153.912
"TUN","Tunisia","LBY","Libya",1,1,1,0,0,0,0,0,527.665,527.665,719.0273,576.6863
"UGA","Uganda","LBY","Libya",0,0,0,0,0,0,0,0,4143.364,4143.364,3918.708,3904.545
"ZMB","Zambia","LBY","Libya",0,0,0,0,0,0,0,0,5601.767,5601.767,5332.56,5320.657
"ZWE","ZImbabwe","LBY","Libya",0,0,0,0,0,0,0,0,5942.982,5942.982,5861.745,5854.45
"DZA","Algeria","MDG","Madagascar",0,1,1,0,1,0,0,0,7761.553,7761.553,7703.734,7695.547
"AGO","Angola","MDG","Madagascar",0,0,0,0,0,0,0,0,3857.428,3857.428,3785.104,3772.184
"BEN","Benin","MDG","Madagascar",0,1,1,0,1,0,0,0,5678.08,5658.447,5797.292,5793.236
"BWA","Botswana","MDG","Madagascar",0,0,0,0,0,0,0,0,2321.26,2321.26,2283.435,2262.072
"BFA","Burkina Faso","MDG","Madagascar",0,1,1,0,1,0,0,0,6414.199,6414.199,6473.416,6469.949
"BDI","Burundi","MDG","Madagascar",0,1,1,0,0,0,0,0,2625.146,2625.146,2637.587,2629.501
"CMR","Cameroon","MDG","Madagascar",0,1,1,0,1,0,0,0,4682.87,4682.87,4853.462,4848.07
"CPV","Cape Verde","MDG","Madagascar",0,0,0,0,0,0,0,0,8638.643,8638.643,8744.852,8742.316
"CAF","Central African Republic","MDG","Madagascar",0,1,1,0,1,0,0,0,4088.432,4088.432,4174.086,4163.966
"TCD","Chad","MDG","Madagascar",0,1,0,0,1,0,0,0,4965.479,4965.479,4827.797,4816.031
"COM","Comoros","MDG","Madagascar",0,1,1,0,1,0,0,1,921.1054,921.1054,932.6896,885.2594
"COG","Congo Republic","MDG","Madagascar",0,1,1,0,1,0,0,0,3865.593,3865.593,4005.822,3998.05
"CIV","Cote d'ivoire","MDG","Madagascar",0,1,1,0,1,0,0,0,6254.542,6455.278,6373.585,6368.733
"DJI","Djibouti","MDG","Madagascar",0,1,1,0,1,0,0,0,3424.35,3424.35,3453.003,3433.38
"EGY","Egypt","MDG","Madagascar",0,0,0,0,0,0,0,0,5716.257,5716.257,5754.548,5740.577
"GNQ","Equatorial Guinea","MDG","Madagascar",0,1,0,0,0,0,0,0,4929.845,4929.845,4830.971,4825.371
"ERI","Eritrea","MDG","Madagascar",0,0,0,0,0,0,0,0,3921.766,3921.766,3914.085,3895.241
"ETH","Ethiopia","MDG","Madagascar",0,0,0,0,0,0,0,0,3249.451,3249.451,3315.729,3290.714
"GAB","Gabon","MDG","Madagascar",0,1,1,0,1,0,0,0,4679.322,4679.322,4619.273,4611.213
"GMB","Gambia","MDG","Madagascar",0,0,0,0,0,0,0,0,7899.725,7899.725,7884.368,7882.329
"GHA","Ghana","MDG","Madagascar",0,0,0,0,0,0,0,0,5897.49,5897.49,6003.725,5999.42
"GIN","Guinea","MDG","Madagascar",0,1,1,0,1,0,0,0,7620.057,7620.057,7352.091,7346.797
"GNB","Guinea-Bissau","MDG","Madagascar",0,0,0,0,0,0,0,0,7724.712,7724.712,7724.948,7723.387
"KEN","Kenya","MDG","Madagascar",0,0,0,0,0,0,0,0,2276.904,2276.904,2297.145,2258.587
"LSO","Lesotho","MDG","Madagascar",0,0,0,0,0,0,0,0,2337.416,2337.416,2317.818,2293.063
"LBR","Liberia","MDG","Madagascar",0,0,0,0,0,0,0,0,6975.949,6975.949,6945.911,6942.867
"LBY","Libya","MDG","Madagascar",0,0,0,0,0,0,0,0,6809.219,6809.219,6633.476,6619.17
"MDG","Madagascar","MDG","Madagascar",0,0,0,0,0,0,0,0,288.1828,288.1828,329.8239,104.6779
"MWI","Malawi","MDG","Madagascar",0,0,0,0,0,0,0,0,1558.547,1558.547,1523.439,1505.679
"MLI","Mali","MDG","Madagascar",0,1,0,0,1,0,0,0,7024.337,7024.337,6994.377,6987.901
"MRT","Mauritania","MDG","Madagascar",0,0,0,0,1,0,0,0,8067.528,8067.528,7983.962,7975.113
"MUS","Mauritius","MDG","Madagascar",0,1,1,0,0,0,0,0,1058.797,1058.797,1089.913,1075.735
"MAR","Morocco","MDG","Madagascar",0,1,1,0,1,0,0,0,8233.27,8233.27,8222.787,8218.744
"MOZ","Mozambique","MDG","Madagascar",0,0,0,0,0,0,0,0,1724.365,1724.365,1438.88,1354.946
"NAM","Namibia","MDG","Madagascar",0,0,0,0,0,0,0,0,3185.897,3185.897,3200.847,3180.768
"NER","Niger","MDG","Madagascar",0,1,1,0,1,0,0,0,6148.336,6148.336,5957.194,5944.175
"NGA","Nigeria","MDG","Madagascar",0,0,0,0,0,0,0,0,5590.803,5415.664,5509.654,5501.835
"RWA","Rwanda","MDG","Madagascar",0,1,1,0,0,0,0,0,2676.543,2676.543,2718.679,2709.977
"STP","Sao Tome and Principe","MDG","Madagascar",0,0,0,0,0,0,0,0,4933.489,4933.489,4965.263,4963.019
"SEN","Senegal","MDG","Madagascar",0,1,1,0,1,0,0,0,8033.953,8033.953,7996.874,7994.34
"SYC","Seychelles","MDG","Madagascar",0,1,1,0,0,0,0,0,1805.194,1805.194,1832.276,1786.857
"SLE","Sierra Leone","MDG","Madagascar",0,0,0,0,0,0,0,0,7329.807,7329.807,7277.116,7274.426
"SOM","Somalia","MDG","Madagascar",0,0,0,0,0,0,0,0,2338.024,2338.024,2563.652,2487.896
"ZAF","South Africa","MDG","Madagascar",0,0,0,0,0,0,0,0,3326.973,2124.323,2405.305,2309.283
"SDN","Sudan","MDG","Madagascar",0,0,0,0,0,0,0,0,4166.7,4166.7,4148.039,4125.022
"SWZ","Swaziland","MDG","Madagascar",0,0,0,0,0,0,0,0,1873.455,1873.455,1853.038,1825.607
"TZA","Tanzania","MDG","Madagascar",0,0,0,0,0,0,0,0,1605.309,1903.064,1888.263,1822.956
"TGO","Togo","MDG","Madagascar",0,1,1,0,1,0,0,0,5776.532,5776.532,5872.152,5868.37
"TUN","Tunisia","MDG","Madagascar",0,1,0,0,1,0,0,0,7331.65,7331.65,7280.744,7273.686
"UGA","Uganda","MDG","Madagascar",0,0,0,0,0,0,0,0,2687.701,2687.701,2767.097,2752.136
"ZMB","Zambia","MDG","Madagascar",0,0,0,0,0,0,0,0,2078.79,2078.79,2141.514,2129.581
"ZWE","ZImbabwe","MDG","Madagascar",0,0,0,0,0,0,0,0,1740.95,1740.95,1832.277,1813.652
"DZA","Algeria","MWI","Malawi",0,0,0,0,0,0,0,0,6512.002,6512.002,6496.674,6488.362
"AGO","Angola","MWI","Malawi",0,0,0,0,0,0,0,0,2314.207,2314.207,2315.348,2296.071
"BEN","Benin","MWI","Malawi",0,0,0,0,0,0,0,0,4134.003,4115.609,4322.257,4314.803
"BWA","Botswana","MWI","Malawi",0,1,1,0,1,0,0,0,1457.969,1457.969,1339.756,1309.101
"BFA","Burkina Faso","MWI","Malawi",0,0,0,0,0,0,0,0,4887.234,4887.234,5006.523,5000.729
"BDI","Burundi","MWI","Malawi",0,0,0,0,0,0,0,0,1279.164,1279.164,1342.679,1315.258
"CMR","Cameroon","MWI","Malawi",0,1,1,0,0,0,0,0,3161.213,3161.213,3413.75,3402.228
"CPV","Cape Verde","MWI","Malawi",0,0,0,0,0,0,0,0,7081.418,7081.418,7254.94,7251.212
"CAF","Central African Republic","MWI","Malawi",0,0,0,0,0,0,0,0,2643.519,2643.519,2791.296,2774.384
"TCD","Chad","MWI","Malawi",0,0,0,0,0,0,0,0,3574.372,3574.372,3495.5,3476.967
"COM","Comoros","MWI","Malawi",0,0,0,0,0,0,0,0,1056.905,1056.905,1060.007,1056.062
"COG","Congo Republic","MWI","Malawi",0,0,0,0,0,0,0,0,2309.266,2309.266,2512.907,2498.811
"CIV","Cote d'ivoire","MWI","Malawi",0,0,0,0,0,0,0,0,4696.99,4898.918,4881.515,4874.237
"DJI","Djibouti","MWI","Malawi",0,0,0,0,0,0,0,0,3026.184,3026.184,3045.847,3038.262
"EGY","Egypt","MWI","Malawi",0,0,1,0,0,0,0,0,4906.748,4906.748,4962.796,4951.741
"GNQ","Equatorial Guinea","MWI","Malawi",0,0,0,0,0,0,0,0,3393.405,3393.405,3352.424,3342.01
"ERI","Eritrea","MWI","Malawi",0,1,1,0,1,0,0,0,3308.405,3308.405,3327.329,3318.242
"ETH","Ethiopia","MWI","Malawi",0,1,0,0,0,0,0,0,2620.965,2620.965,2691.663,2670.682
"GAB","Gabon","MWI","Malawi",0,0,0,0,0,0,0,0,3127.52,3127.52,3129.939,3115.958
"GMB","Gambia","MWI","Malawi",0,1,1,0,1,0,0,0,6344.973,6344.973,6395.428,6392.104
"GHA","Ghana","MWI","Malawi",0,1,1,0,1,0,0,0,4344.325,4344.325,4516.601,4509.433
"GIN","Guinea","MWI","Malawi",0,0,0,0,0,0,0,0,6061.551,6061.551,5860.533,5853.126
"GNB","Guinea-Bissau","MWI","Malawi",0,0,0,0,0,0,0,0,6168.116,6168.116,6234.198,6231.505
"KEN","Kenya","MWI","Malawi",0,1,1,0,1,0,0,0,1450.175,1450.175,1498.271,1469.611
"LSO","Lesotho","MWI","Malawi",0,1,1,0,1,0,0,0,1828.721,1828.721,1810.105,1798.482
"LBR","Liberia","MWI","Malawi",0,1,1,0,0,0,0,0,5417.474,5417.474,5453.05,5448.602
"LBY","Libya","MWI","Malawi",0,0,0,0,0,0,0,0,5645.022,5645.022,5550.219,5537.258
"MDG","Madagascar","MWI","Malawi",0,0,0,0,0,0,0,0,1558.547,1558.547,1523.439,1505.679
"MWI","Malawi","MWI","Malawi",0,0,0,0,0,0,0,0,129.4684,129.4684,208.2324,86.35361
"MLI","Mali","MWI","Malawi",0,0,0,0,0,0,0,0,5480.257,5480.257,5519.154,5510.099
"MRT","Mauritania","MWI","Malawi",0,0,0,0,0,0,0,0,6527.952,6527.952,6511.859,6499.943
